source_file,workbook_name,sheet_name,listed_description_from_inidce,exists_in_workbook,sheet_type,max_row,max_column,formula_count,formula_refs_count,formula_external_refs_count,formula_ref_errors_count,has_external_links_package,external_link_parts,sample_formulas,priority,notes
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Caja Mensual,,YES,UNKNOWN,52,38,1292,890,0,890,NO,,"D6: =EOMONTH(C6,1) | E6: =EOMONTH(D6,1) | F6: =EOMONTH(E6,1) | G6: =EOMONTH(F6,1) | H6: =EOMONTH(G6,1)",P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Control de C. Planificado,,YES,UNKNOWN,69,59,995,705,0,0,NO,,"I3: =EOMONTH(H3,1) | J3: =EOMONTH(I3,1) | K3: =EOMONTH(J3,1) | L3: =EOMONTH(K3,1) | M3: =EOMONTH(L3,1)",P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Howth,,YES,UNKNOWN,28,14,0,0,0,0,NO,,,P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,West,,YES,UNKNOWN,24,14,0,0,0,0,NO,,,P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Jordan Moonlight FC,,YES,UNKNOWN,24,14,0,0,0,0,NO,,,P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Jordan Moonlight Limited,,YES,UNKNOWN,24,14,0,0,0,0,NO,,,P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Medici,,YES,UNKNOWN,46,14,0,0,0,0,NO,,,P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Control de C. Planificado KS,,YES,UNKNOWN,65,71,409,146,0,0,NO,,"I3: =EOMONTH(H3,1) | J3: =EOMONTH(I3,1) | K3: =EOMONTH(J3,1) | L3: =EOMONTH(K3,1) | M3: =EOMONTH(L3,1)",P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Caja Medici,,YES,UNKNOWN,101,73,1336,827,0,0,NO,,"D6: =EOMONTH(C6,1) | E6: =EOMONTH(D6,1) | F6: =EOMONTH(E6,1) | G6: =EOMONTH(F6,1) | H6: =EOMONTH(G6,1)",P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Resumen KS Garden,,YES,UNKNOWN,56,13,25,8,0,0,NO,,D5: =+'Detalle Banco Medici '!C229+'Detalle Banco Medici '!C251 | D6: =+'Detalle Banco Medici '!C242 | D11: =3356+5.35 | D13: =SUM('Control de C. Planificado KS'!AH28:AL28) | D16: =SUM(D8:D13),P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Resumen Whispering,,YES,UNKNOWN,44,14,27,17,0,0,NO,,D5: =+'Detalle Banco Medici '!C229+'Detalle Banco Medici '!C251 | D6: =+'Detalle Banco Medici '!C242 | D14: =SUM(D10:D12) | D21: =SUM(D16:D20) | D23: =+D21+D14,P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Detalle Banco Medici ,,YES,UNKNOWN,323,21,1558,273,0,0,NO,,"I1: =SUBTOTAL(9,I3:I1048576) | I4: =+C4-D4 | J4: =YEAR(A4) | K4: =MONTH(A4) | L4: =IF(I4>0,""Egreso"",""Ingreso"")",P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\flujo_wl_presentacion.xlsx,flujo_wl_presentacion.xlsx,Resumen Presentacion,,YES,UNKNOWN,81,71,2299,1540,0,0,NO,,"F6: =EOMONTH(E6,1) | G6: =EOMONTH(F6,1) | H6: =EOMONTH(G6,1) | I6: =EOMONTH(H6,1) | J6: =EOMONTH(I6,1)",P2,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,Inidce,,YES,INDEX,18,11,0,0,0,0,NO,,,P0,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,Base,,YES,AUX_OR_BASE_UNKNOWN,111,15,134,0,0,0,NO,,F3: =SUM(F6:F93) | G3: =SUM(G6:G93) | F5: =300/1.19 | G5: =+F5*1.19 | G6: =+F6*1.19,P0,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,A.BS2.01,,YES,UNKNOWN,125,15,76,0,0,0,NO,,F4: =SUM(F7:F97) | G4: =SUM(G7:G97) | G6: =+F6*1.19 | G7: =+F7*1.19 | G8: =+F8*1.19,P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,. F.BS2.01,,YES,UNKNOWN,73,39,76,12,0,0,NO,,U35: =E35+F35+S35+T35 | U36: =E36+F36+S36+T36 | U37: =E37+F37+S37+T37 | U38: =E38+F38+S38+T38 | U39: =E39+F39+S39+T39,P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,. F.GBS2,,YES,UNKNOWN,76,40,26,12,0,12,NO,,E12: =#REF! | F12: =#REF! | G12: =#REF! | H12: =#REF! | I12: =#REF!,P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,F.CMC,,YES,REPORT_PRESENTATION,119,48,853,417,0,0,NO,,X10: =+V10*(1+0.333%) | Y10: =+W10*(1+0.333%) | Z10: =+X10*(1+0.333%) | AA10: =+Y10*(1+0.333%) | AB10: =+Z10*(1+0.333%),P0,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,BS1.CPFin,,YES,BS1_MODULE,109,39,0,0,0,0,NO,,,P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,BS1.FCP,,YES,BS1_MODULE,190,53,0,0,0,0,NO,,,P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,BS1.VR,,YES,BS1_MODULE,158,73,2358,0,0,0,NO,,A4: =10.06+305.86+789.8+2843.28 | C4: =+B5/C5 | D4: =52/108 | E4: =+E5/69 | F4: =4468.03-4424,P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,BS1. Rec,,YES,BS1_MODULE,105,198,2609,570,0,0,NO,,K6: =J6/219 | AI6: =+AI17*(1+E7) | AV6: ='BS1.VR'!$E$4 | A7: =+A90 | B7: =+B90,P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,BS1.CCF,,YES,BS1_MODULE,280,47,704,16,0,16,NO,,W2: =SUM(N2:V2) | N3: =3067.92+2377.44+3098.88+3314.52 | N4: =3326+2405+3366+3180 | F5: =+F6-F26-F27 | N5: =SUM(#REF!),P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,D.BB,,YES,DETAIL_OR_INTERMEDIATE,66,33,439,23,0,0,NO,,H6: =+F.CMC!F10 | I6: =+F.CMC!G10 | J6: =+F.CMC!H10 | K6: =+F.CMC!I10 | L6: =+F.CMC!J10,P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,Detalle Koke,,YES,UNKNOWN,66,60,1281,25,0,0,NO,,G3: =+E3/F3 | G4: =+E4/F4 | AI4: =+F.CMC!E10 | AJ4: =+F.CMC!F10 | AK4: =+F.CMC!G10,P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,F.CKUM,,YES,REPORT_PRESENTATION,106,55,640,367,0,0,NO,,M4: =+F.CMC!E10 | N4: =+F.CMC!F10 | O4: =+F.CMC!G10 | P4: =+F.CMC!H10 | Q4: =+F.CMC!I10,P0,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,F.D.KUM.01,,YES,DETAIL_OR_INTERMEDIATE,112,33,426,86,0,0,NO,,E3: =+F.CMC!E10 | F3: =+F.CMC!F10 | G3: =+F.CMC!G10 | H3: =+F.CMC!H10 | I3: =+F.CMC!I10,P0,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,D.KMT,,YES,DETAIL_OR_INTERMEDIATE,93,52,644,31,0,0,NO,,F6: =+F.CMC!E10 | G6: =+F.CMC!F10 | H6: =+F.CMC!G10 | I6: =+F.CMC!H10 | J6: =+F.CMC!I10,P0,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,F.D.KMT.01,,YES,DETAIL_OR_INTERMEDIATE,163,100,699,414,0,0,NO,,"Q7: =SUM(E7:P7) | E8: =SUMIFS(Bases!$L:$L,Bases!$I:$I,'F.D.KMT.01'!$C8,Bases!$M:$M,YEAR('F.D.KMT.01'!E$6),Bases!$N:$N,MONTH('F.D.KMT.01'!E$6),Bases!$J:$J,""Ingreso"") | F8: =SUMIFS(Bases!$L:$L,Bases!$I:$I,'F.D.KMT.01'!$C8,Bases!$M:$M,YEAR('F.D.KMT.01'!F$6),Bases!$N:$N,MONTH('F.D.KMT.01'!F$6),Bases!$J:$J,""Ingreso"") | G8: =SUMIFS(Bases!$L:$L,Bases!$I:$I,'F.D.KMT.01'!$C8,Bases!$M:$M,YEAR('F.D.KMT.01'!G$6),Bases!$N:$N,MONTH('F.D.KMT.01'!G$6),Bases!$J:$J,""Ingreso"") | H8: =SUMIFS(Bases!$L:$L,Bases!$I:$I,'F.D.KMT.01'!$C8,Bases!$M:$M,YEAR('F.D.KMT.01'!H$6),Bases!$N:$N,MONTH('F.D.KMT.01'!H$6),Bases!$J:$J,""Ingreso"")",P0,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,F.C.KMT,,YES,REPORT_PRESENTATION,96,59,510,305,0,0,NO,,F6: =+F.CMC!E10 | G6: =+F.CMC!F10 | H6: =+F.CMC!G10 | I6: =+F.CMC!H10 | J6: =+F.CMC!I10,P0,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,TB_UF,,YES,PARAMETER,1128,2,0,0,0,0,NO,,,P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,Bases,,YES,BASE_DATA,4502,15,15579,3931,0,1,NO,,"K2: =IF($J2=""Egreso"",$F2*-1,$F2) | L2: =IFERROR($K2/(VLOOKUP(B2,TB_UF!A:B,2,0)),0) | M2: =YEAR(B2) | N2: =MONTH($B2) | K3: =IF($J3=""Egreso"",$F3*-1,$F3)",P0,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,KMT ,,YES,UNKNOWN,89,26,475,84,0,0,NO,,"G6: =+G72 | T6: =SUM(H6:S6) | G7: =+G73 | H7: =SUBTOTAL(9,H8:H9)*1.19 | I7: =SUBTOTAL(9,I8:I9)*1.19",P1,
C:\01. GitHub\CloseReport\03.DATA\raw\current\main.xlsx,main.xlsx,Gastos por sociedad,,YES,ANALYTIC_VIEW,48,9,14,0,0,0,NO,,H3: =+F5-634 | I3: =+H3/(12-5) | G5: =SUM(F5:F11) | F7: =186*4 | F9: =178+60,P1,
