old_path,new_path,sha256_before,sha256_after,action,reason,status
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_FINAL_ACCEPTANCE_PREFLIGHT.CR_DB_0142.20260711_005838.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_FINAL_ACCEPTANCE_PREFLIGHT.CR_DB_0142.20260711_005838.csv,22e2e7b5dcc5fca97037afdf77d1694de01353b4d447b3b7f8cd33f75acdf69c,22e2e7b5dcc5fca97037afdf77d1694de01353b4d447b3b7f8cd33f75acdf69c,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_FINAL_DEP_AUDIT_PREFLIGHT.CR_DB_0137.20260710_232912.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_FINAL_DEP_AUDIT_PREFLIGHT.CR_DB_0137.20260710_232912.csv,2f2a43f3456990cad774c2f2ba67842d9593a9385a9c0faede91458520b049ca,2f2a43f3456990cad774c2f2ba67842d9593a9385a9c0faede91458520b049ca,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_FINAL_EXTERNAL_REF_ERROR_AUDIT.CR_DB_0137.20260710_232912.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_FINAL_EXTERNAL_REF_ERROR_AUDIT.CR_DB_0137.20260710_232912.csv,a86d9e11ef0b36df2b797728902d2923aba803aa8826d07fa0228fc7e2357687,a86d9e11ef0b36df2b797728902d2923aba803aa8826d07fa0228fc7e2357687,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_FINAL_FDKUM01_FORMULA_CELL_AUDIT.CR_DB_0137.20260710_232912.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_FINAL_FDKUM01_FORMULA_CELL_AUDIT.CR_DB_0137.20260710_232912.csv,87275e7d009f10ff2985540e7059f61f2fdace68841d43ceb10009da82822e3b,87275e7d009f10ff2985540e7059f61f2fdace68841d43ceb10009da82822e3b,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_FINAL_PACKAGE_PREFLIGHT.CR_DB_0138.20260710_234505.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_FINAL_PACKAGE_PREFLIGHT.CR_DB_0138.20260710_234505.csv,9b310ab202d4b5a7e5f722927a4feb91a48e44cb817bab4118024174e1fd6913,9b310ab202d4b5a7e5f722927a4feb91a48e44cb817bab4118024174e1fd6913,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_FORMULA_COVERAGE_AUDIT.CR_DB_0120.20260709_192230.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_FORMULA_COVERAGE_AUDIT.CR_DB_0120.20260709_192230.csv,5b06cae877344973fd7917995c334413c4e4e4fc9699d4da55aa0d3783bb3d5d,5b06cae877344973fd7917995c334413c4e4e4fc9699d4da55aa0d3783bb3d5d,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_FORMULA_ONLY_DIAGNOSIS.CR_DB_0139.20260710_235911.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_FORMULA_ONLY_DIAGNOSIS.CR_DB_0139.20260710_235911.csv,0a2f3ff5e9ac34920e20bddc6872a9f271c79ebb377a777a9b824c0fab8c511f,0a2f3ff5e9ac34920e20bddc6872a9f271c79ebb377a777a9b824c0fab8c511f,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_FORMULA_ONLY_PREFLIGHT.CR_DB_0139.20260710_235911.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_FORMULA_ONLY_PREFLIGHT.CR_DB_0139.20260710_235911.csv,a68e9f6a1279670a286e6e250908cc0029a5a07d8a5d6382be454b8124b97d4d,a68e9f6a1279670a286e6e250908cc0029a5a07d8a5d6382be454b8124b97d4d,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_FORMULA_PATCH_AUDIT.CR_DB_0120.20260709_192230.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_FORMULA_PATCH_AUDIT.CR_DB_0120.20260709_192230.csv,ab9abf3e5927c2dbbaae38ab1c1cc1c5317fecd41bf0bf53d854d0cf45c99d70,ab9abf3e5927c2dbbaae38ab1c1cc1c5317fecd41bf0bf53d854d0cf45c99d70,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_NUMERIC_DIFFERENCES.CR_DB_0138.20260710_234505.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_NUMERIC_DIFFERENCES.CR_DB_0138.20260710_234505.csv,85dd589b240aec2a133e91e152b7ffd975daee587bd4f1f2180ec5a9ae7c6426,85dd589b240aec2a133e91e152b7ffd975daee587bd4f1f2180ec5a9ae7c6426,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_NUMERIC_DIFFERENCES_POST_CALC.CR_DB_0140.20260711_001621.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_NUMERIC_DIFFERENCES_POST_CALC.CR_DB_0140.20260711_001621.csv,5d1f1e20124eacba9cdf68286d5dedf43fa08b6fd8a4b0bf4a8f7f08fc1184bf,5d1f1e20124eacba9cdf68286d5dedf43fa08b6fd8a4b0bf4a8f7f08fc1184bf,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_NUMERIC_VALIDATION_CELL_DETAIL.CR_DB_0138.20260710_234505.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_NUMERIC_VALIDATION_CELL_DETAIL.CR_DB_0138.20260710_234505.csv,8c97719f0ab649e8509d6f64c2974bd039d9e3e7811693503b3740b5087c9478,8c97719f0ab649e8509d6f64c2974bd039d9e3e7811693503b3740b5087c9478,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_POST_DBB_DEP_AUDIT_PREFLIGHT.CR_DB_0133.20260710_184623.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_POST_DBB_DEP_AUDIT_PREFLIGHT.CR_DB_0133.20260710_184623.csv,78f79b5e6d8739bd6fec4d14fc9cf387ac7c14dfae1b491bb4b3b4ddcdc2b0f0,78f79b5e6d8739bd6fec4d14fc9cf387ac7c14dfae1b491bb4b3b4ddcdc2b0f0,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_POST_FCMC_DEP_AUDIT_PREFLIGHT.CR_DB_0131.20260710_181400.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_POST_FCMC_DEP_AUDIT_PREFLIGHT.CR_DB_0131.20260710_181400.csv,cece90516525454ea13874dc6dfc5326351c8d5b6ef476db5395aecb214152aa,cece90516525454ea13874dc6dfc5326351c8d5b6ef476db5395aecb214152aa,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_POST_FCMC_DEP_AUDIT_PREFLIGHT.CR_DB_0131.20260710_181427.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_POST_FCMC_DEP_AUDIT_PREFLIGHT.CR_DB_0131.20260710_181427.csv,cece90516525454ea13874dc6dfc5326351c8d5b6ef476db5395aecb214152aa,cece90516525454ea13874dc6dfc5326351c8d5b6ef476db5395aecb214152aa,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_PS_CALC_CANDIDATE_DEPENDENCY_SECURITY_RECHECK.CR_DB_0141.20260711_003235.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_PS_CALC_CANDIDATE_DEPENDENCY_SECURITY_RECHECK.CR_DB_0141.20260711_003235.csv,8bf5a982bb6f93054a401dc9b4202921719765f43938bf2e05d44059fe9df982,8bf5a982bb6f93054a401dc9b4202921719765f43938bf2e05d44059fe9df982,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_PS_EXCEL_COM_LOG.CR_DB_0141.20260711_003124.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_PS_EXCEL_COM_LOG.CR_DB_0141.20260711_003124.csv,b6cc09891bf5eeab8961f918f2757d2ad51930a1c37176a92dc3760b2b7bfd58,b6cc09891bf5eeab8961f918f2757d2ad51930a1c37176a92dc3760b2b7bfd58,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_PS_EXCEL_COM_LOG.CR_DB_0141.20260711_003203.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_PS_EXCEL_COM_LOG.CR_DB_0141.20260711_003203.csv,8eea9d8a836c820203709f305d96d219eae6b7d2463edbabc4dd43837eb17c0a,8eea9d8a836c820203709f305d96d219eae6b7d2463edbabc4dd43837eb17c0a,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_PS_EXCEL_COM_LOG.CR_DB_0141.20260711_003235.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_PS_EXCEL_COM_LOG.CR_DB_0141.20260711_003235.csv,fd54862309f5828e934fcf3a45e08afdc236b54e936c2044f4334e042647a2fa,fd54862309f5828e934fcf3a45e08afdc236b54e936c2044f4334e042647a2fa,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_PS_EXCEL_COM_PREFLIGHT.CR_DB_0141.20260711_003235.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_PS_EXCEL_COM_PREFLIGHT.CR_DB_0141.20260711_003235.csv,2421334edf780096ba377bfa09e02350394a487d9f92865a32d14dd0112fc910,2421334edf780096ba377bfa09e02350394a487d9f92865a32d14dd0112fc910,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_PS_NUMERIC_DIFFERENCES_POST_CALC.CR_DB_0141.20260711_003235.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_PS_NUMERIC_DIFFERENCES_POST_CALC.CR_DB_0141.20260711_003235.csv,5d1f1e20124eacba9cdf68286d5dedf43fa08b6fd8a4b0bf4a8f7f08fc1184bf,5d1f1e20124eacba9cdf68286d5dedf43fa08b6fd8a4b0bf4a8f7f08fc1184bf,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_R40_AC40_AFTER_BROKEN_REFS_FIX.CR_DB_0120B.20260709_195806.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_R40_AC40_AFTER_BROKEN_REFS_FIX.CR_DB_0120B.20260709_195806.csv,7ccf23fe99d1cdefdccb6ae0539c2746a6c626d88b8339430a3348356aae7e02,7ccf23fe99d1cdefdccb6ae0539c2746a6c626d88b8339430a3348356aae7e02,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_R40_AC40_AFTER_BROKEN_REFS_FIX.CR_DB_0120B.20260709_195907.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_R40_AC40_AFTER_BROKEN_REFS_FIX.CR_DB_0120B.20260709_195907.csv,7ccf23fe99d1cdefdccb6ae0539c2746a6c626d88b8339430a3348356aae7e02,7ccf23fe99d1cdefdccb6ae0539c2746a6c626d88b8339430a3348356aae7e02,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_R40_AC40_EXPLICIT_AUDIT.CR_DB_0120.20260709_192230.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_R40_AC40_EXPLICIT_AUDIT.CR_DB_0120.20260709_192230.csv,c146724af89d35d0084c0de84e6c024a8b187d0975fdbf60911ccff874ea6a65,c146724af89d35d0084c0de84e6c024a8b187d0975fdbf60911ccff874ea6a65,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_RESOLVED_DEPENDENCIES_VERIFICATION.CR_DB_0137.20260710_232912.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_RESOLVED_DEPENDENCIES_VERIFICATION.CR_DB_0137.20260710_232912.csv,c2e42b2ff2d7ab0666aaa38f847d4a9c1625673bf5211268bec8a511ce7ede1b,c2e42b2ff2d7ab0666aaa38f847d4a9c1625673bf5211268bec8a511ce7ede1b,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_B_STYLE_VALIDATION_CELL_DETAIL.CR_DB_0138.20260710_234505.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_B_STYLE_VALIDATION_CELL_DETAIL.CR_DB_0138.20260710_234505.csv,1d421c75b78f314f7c5a2bc791b88c2a2eebf42ef0e929914ad162c07f3d90d5,1d421c75b78f314f7c5a2bc791b88c2a2eebf42ef0e929914ad162c07f3d90d5,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_D3_D8_Q19_PATCH_AUDIT.CR_DB_0118C.20260709_185133.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_D3_D8_Q19_PATCH_AUDIT.CR_DB_0118C.20260709_185133.csv,2dd438148281f0665958a5827eda776fb0e086473f98664301e80d53006d3ed2,2dd438148281f0665958a5827eda776fb0e086473f98664301e80d53006d3ed2,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_DB_SOURCE_POLICY_AUDIT.CR_DB_0123.20260710_133023.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_DB_SOURCE_POLICY_AUDIT.CR_DB_0123.20260710_133023.csv,f868b4236af412ab826a7027eaf895a2e8256679e6cbdb7b07cce8c7e9097702,f868b4236af412ab826a7027eaf895a2e8256679e6cbdb7b07cce8c7e9097702,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_E01_FORMAT_CONTROL_CREATION_AUDIT.CR_DB_0122.20260710_105834.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_E01_FORMAT_CONTROL_CREATION_AUDIT.CR_DB_0122.20260710_105834.csv,665452991129ae99b4de331e3c73044a47fc87a8e77edd79f6427529a62276dc,665452991129ae99b4de331e3c73044a47fc87a8e77edd79f6427529a62276dc,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_BENCHMARK_CONTRACT.CR_DB_0128.20260710_150600.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_BENCHMARK_CONTRACT.CR_DB_0128.20260710_150600.csv,a2c467b3a57ab673f6bc07cb8aae10ece5096d6ff4a58ccff72c6b346a42eb74,a2c467b3a57ab673f6bc07cb8aae10ece5096d6ff4a58ccff72c6b346a42eb74,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_BOOTSTRAP_POSTFLIGHT.CR_DB_0129.20260710_154348.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_BOOTSTRAP_POSTFLIGHT.CR_DB_0129.20260710_154348.csv,21def11219b18fdaac7629d063f9d93996632f457c07654d9e518857ef5f74da,21def11219b18fdaac7629d063f9d93996632f457c07654d9e518857ef5f74da,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_BOOTSTRAP_PREFLIGHT.CR_DB_0129.20260710_154230.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_BOOTSTRAP_PREFLIGHT.CR_DB_0129.20260710_154230.csv,ae63566082b9651ebd42f211720d6aacdbb8ebb237ab4129e3292e2727609c21,ae63566082b9651ebd42f211720d6aacdbb8ebb237ab4129e3292e2727609c21,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_BOOTSTRAP_PREFLIGHT.CR_DB_0129.20260710_154348.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_BOOTSTRAP_PREFLIGHT.CR_DB_0129.20260710_154348.csv,ae63566082b9651ebd42f211720d6aacdbb8ebb237ab4129e3292e2727609c21,ae63566082b9651ebd42f211720d6aacdbb8ebb237ab4129e3292e2727609c21,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_CONSTRAINT_AUDIT.CR_DB_0129G.20260710_174458.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_CONSTRAINT_AUDIT.CR_DB_0129G.20260710_174458.csv,bdda3dd4b1fbd4857911799520105e1670bd565bcc284ba27eec7da0bc5bd71c,bdda3dd4b1fbd4857911799520105e1670bd565bcc284ba27eec7da0bc5bd71c,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_DB_SCHEMA_AUDIT.CR_DB_0126.20260710_141914.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_DB_SCHEMA_AUDIT.CR_DB_0126.20260710_141914.csv,984a691217dbf0ae238532c894434bdd8c04328fbbdc5b045b7cc2ebe028fb6a,984a691217dbf0ae238532c894434bdd8c04328fbbdc5b045b7cc2ebe028fb6a,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_ORIGINAL_BOOTSTRAP_SOURCE_TRACE.CR_DB_0129.20260710_154348.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_ORIGINAL_BOOTSTRAP_SOURCE_TRACE.CR_DB_0129.20260710_154348.csv,5748f28e846b170f5f7033d040326190dfc58c0542790b5c2f4563893c45bd6a,5748f28e846b170f5f7033d040326190dfc58c0542790b5c2f4563893c45bd6a,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_PROMOTION_POSTFLIGHT.CR_DB_0129G.20260710_174458.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_PROMOTION_POSTFLIGHT.CR_DB_0129G.20260710_174458.csv,e53cd60bdcaeb61e54946c50e10c96491995270300b1e4c9b3abb5c46ea07659,e53cd60bdcaeb61e54946c50e10c96491995270300b1e4c9b3abb5c46ea07659,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_PROMOTION_PREFLIGHT.CR_DB_0129B.20260710_160227.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_PROMOTION_PREFLIGHT.CR_DB_0129B.20260710_160227.csv,abbb98ef51fcef649e16f3800e9cf394437162d2d34a0538fa401e729202ddb8,abbb98ef51fcef649e16f3800e9cf394437162d2d34a0538fa401e729202ddb8,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_PROMOTION_PREFLIGHT.CR_DB_0129C.20260710_160725.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_PROMOTION_PREFLIGHT.CR_DB_0129C.20260710_160725.csv,409749af68e7707c2d22f5cb215a048d017a0330e362e4ab414362f1f0b9a8ca,409749af68e7707c2d22f5cb215a048d017a0330e362e4ab414362f1f0b9a8ca,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_PROMOTION_PREFLIGHT.CR_DB_0129D.20260710_171727.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_PROMOTION_PREFLIGHT.CR_DB_0129D.20260710_171727.csv,6c1d0c6c8c2b3165a9f5d1a4e60db5129af8ef3bae10e4dcfaf285266a90736f,6c1d0c6c8c2b3165a9f5d1a4e60db5129af8ef3bae10e4dcfaf285266a90736f,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_PROMOTION_PREFLIGHT.CR_DB_0129E.20260710_172230.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_PROMOTION_PREFLIGHT.CR_DB_0129E.20260710_172230.csv,75433e069168d0fee399b6dd1d22ba42e8a1914b676c215a5efc8f1e325323f6,75433e069168d0fee399b6dd1d22ba42e8a1914b676c215a5efc8f1e325323f6,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\evidence\PKO_R01_FCMC_PROMOTION_PREFLIGHT.CR_DB_0129F.20260710_173547.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\evidence\PKO_R01_FCMC_PROMOTION_PREFLIGHT.CR_DB_0129F.20260710_173547.csv,75433e069168d0fee399b6dd1d22ba42e8a1914b676c215a5efc8f1e325323f6,75433e069168d0fee399b6dd1d22ba42e8a1914b676c215a5efc8f1e325323f6,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
