old_path,new_path,sha256_before,sha256_after,action,reason,status
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_B_STYLE_VALIDATION_SUMMARY.CR_DB_0138.20260710_234505.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_B_STYLE_VALIDATION_SUMMARY.CR_DB_0138.20260710_234505.csv,d20726347a914b16354158713afd67331792f1a786aa885529f31de4f08379cd,d20726347a914b16354158713afd67331792f1a786aa885529f31de4f08379cd,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_B_WORKBOOK_MANIFEST.CR_DB_0130.20260710_175952.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_B_WORKBOOK_MANIFEST.CR_DB_0130.20260710_175952.csv,c118fabd10d14c52ed83684808262a850ddbf0269ae5266e6e715a587fafb46d,c118fabd10d14c52ed83684808262a850ddbf0269ae5266e6e715a587fafb46d,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_B_WORKBOOK_MANIFEST.CR_DB_0130.20260710_180115.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_B_WORKBOOK_MANIFEST.CR_DB_0130.20260710_180115.csv,43808116c48161e5c96d1f465dd512cbfd9b145b5555506846095c19a0e37efa,43808116c48161e5c96d1f465dd512cbfd9b145b5555506846095c19a0e37efa,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_B_WORKBOOK_SHEETS.CR_DB_0120C.20260709_201817.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_B_WORKBOOK_SHEETS.CR_DB_0120C.20260709_201817.csv,d8eef3fb17b4be228e50482b8438354a9565b2b4eebedc81a36f94dc548546cb,d8eef3fb17b4be228e50482b8438354a9565b2b4eebedc81a36f94dc548546cb,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_B_WORKBOOK_SHEETS.CR_DB_0120C_FIX.20260709_202458.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_B_WORKBOOK_SHEETS.CR_DB_0120C_FIX.20260709_202458.csv,3d8087551e1715ba6e6104dbe65bfff17a17a62a2fb533aa201928ce6fa2ded3,3d8087551e1715ba6e6104dbe65bfff17a17a62a2fb533aa201928ce6fa2ded3,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_B_WORKBOOK_SHEETS.CR_DB_0120D.20260710_101451.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_B_WORKBOOK_SHEETS.CR_DB_0120D.20260710_101451.csv,3b46faba752dc004898c600f6e092c024eb4d63b16643e99287de297b0f9ba20,3b46faba752dc004898c600f6e092c024eb4d63b16643e99287de297b0f9ba20,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_CURRENT_BAK_MOVE_MANIFEST.CR_DB_0118D.20260709_185613.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_CURRENT_BAK_MOVE_MANIFEST.CR_DB_0118D.20260709_185613.csv,210ee3aff5d171d6d0156d0b2e434e2409f7b129adfd7a017b5d3737b427528f,210ee3aff5d171d6d0156d0b2e434e2409f7b129adfd7a017b5d3737b427528f,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_CURRENT_FOLDER_INVENTORY_AFTER_BAK_MOVE.CR_DB_0118D.20260709_185613.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_CURRENT_FOLDER_INVENTORY_AFTER_BAK_MOVE.CR_DB_0118D.20260709_185613.csv,8d922ca9ac44efd81fcbb948c2521cdb5ded39228cd8b4473147b9e9df61bbc2,8d922ca9ac44efd81fcbb948c2521cdb5ded39228cd8b4473147b9e9df61bbc2,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_CURRENT_OUTPUT_MANIFEST.CR_DB_0116.20260709_172138.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_CURRENT_OUTPUT_MANIFEST.CR_DB_0116.20260709_172138.csv,827c42aad4ba34e083ccdb4a8fdfa1ebbe448ade8d7312f22fdafd5ab3da9870,827c42aad4ba34e083ccdb4a8fdfa1ebbe448ade8d7312f22fdafd5ab3da9870,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_BROKEN_REFS_FIX.CR_DB_0120B.20260709_195806.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_BROKEN_REFS_FIX.CR_DB_0120B.20260709_195806.csv,67d44bc3c0aed78e177336b6c35bf91f8b06eed63b84675def78699809b8963c,67d44bc3c0aed78e177336b6c35bf91f8b06eed63b84675def78699809b8963c,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_BROKEN_REFS_FIX.CR_DB_0120B.20260709_195907.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_BROKEN_REFS_FIX.CR_DB_0120B.20260709_195907.csv,487d266bcc06ea74aa411390522d17f9f63c0550ca34c38d13fca92655c94b39,487d266bcc06ea74aa411390522d17f9f63c0550ca34c38d13fca92655c94b39,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_D3_D8_Q19.CR_DB_0118C.20260709_185133.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_D3_D8_Q19.CR_DB_0118C.20260709_185133.csv,7c5bf8689d57d168eecba2d60014f7b4502587f8c2a59c3d92ace45f95f73bc4,7c5bf8689d57d168eecba2d60014f7b4502587f8c2a59c3d92ace45f95f73bc4,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_FORMAT_V1.CR_DB_0118A.20260709_181854.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_FORMAT_V1.CR_DB_0118A.20260709_181854.csv,126f7e69a346f3eab396b79d3ada123af71bdf2c8fe3845cf5ea5b9fa575bf84,126f7e69a346f3eab396b79d3ada123af71bdf2c8fe3845cf5ea5b9fa575bf84,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_FORMAT_V1_OFFSET_FIX.CR_DB_0118B.20260709_182651.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_FORMAT_V1_OFFSET_FIX.CR_DB_0118B.20260709_182651.csv,af750281ac5f2db0020b2e6f12eff61ef1d7107cd2d6889a3bf8e4d88296c7f6,af750281ac5f2db0020b2e6f12eff61ef1d7107cd2d6889a3bf8e4d88296c7f6,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_FORMULA_COVERAGE.CR_DB_0120.20260709_192230.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_FORMULA_COVERAGE.CR_DB_0120.20260709_192230.csv,e6959576bfdf08bba592b0e682e4f0ecd12a86b8d7a16d14c1ec8ea2be97bf2a,e6959576bfdf08bba592b0e682e4f0ecd12a86b8d7a16d14c1ec8ea2be97bf2a,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_WITH_TRACE.CR_DB_0117A.20260709_174049.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_CURRENT_OUTPUT_MANIFEST_WITH_TRACE.CR_DB_0117A.20260709_174049.csv,f387e6e85e4d532eb7595c919810f767c9558ff95691d9def24e6a65a24c5f05,f387e6e85e4d532eb7595c919810f767c9558ff95691d9def24e6a65a24c5f05,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_D3_D8_Q19_LOCK_PREFLIGHT.CR_DB_0118C.20260709_184933.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_D3_D8_Q19_LOCK_PREFLIGHT.CR_DB_0118C.20260709_184933.csv,fd5bf4523e78aab87e874c8fd3395c0ad4b89b069e16db18d26afc7363b54a87,fd5bf4523e78aab87e874c8fd3395c0ad4b89b069e16db18d26afc7363b54a87,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_D3_D8_Q19_LOCK_PREFLIGHT.CR_DB_0118C.20260709_185133.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_D3_D8_Q19_LOCK_PREFLIGHT.CR_DB_0118C.20260709_185133.csv,d6b84a1cb8af5446d5cb1633197893c49da4eb63c79f0561a6d1a3831e03b4d7,d6b84a1cb8af5446d5cb1633197893c49da4eb63c79f0561a6d1a3831e03b4d7,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_DB_FIRST_ACCEPTANCE_GATES.CR_DB_0123.20260710_133023.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_DB_FIRST_ACCEPTANCE_GATES.CR_DB_0123.20260710_133023.csv,9923e2ecf613374be99c2c4132ab3219d30b4fd8f0767383f575790450858c13,9923e2ecf613374be99c2c4132ab3219d30b4fd8f0767383f575790450858c13,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_DB_FIRST_PIPELINE_BACKLOG.CR_DB_0123.20260710_133023.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_DB_FIRST_PIPELINE_BACKLOG.CR_DB_0123.20260710_133023.csv,462beb626b494f02c5459aea6109044e57abf77fa268cc6fefd26f8867d59f71,462beb626b494f02c5459aea6109044e57abf77fa268cc6fefd26f8867d59f71,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_E01_FORMAT_CONTROL_LOCK_PREFLIGHT.CR_DB_0122.20260710_105834.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_E01_FORMAT_CONTROL_LOCK_PREFLIGHT.CR_DB_0122.20260710_105834.csv,42afa5eda0075385caf9fd29127c4724e1bb43d34f20f3426d20b12e0a13130f,42afa5eda0075385caf9fd29127c4724e1bb43d34f20f3426d20b12e0a13130f,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_E01_FORMAT_CONTROL_MANIFEST.CR_DB_0122.20260710_105834.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_E01_FORMAT_CONTROL_MANIFEST.CR_DB_0122.20260710_105834.csv,1a090494277ca2a7b8fc14eb913ef46e014b5ca9eeca8ef036a6ee08fbefd966,1a090494277ca2a7b8fc14eb913ef46e014b5ca9eeca8ef036a6ee08fbefd966,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_BOOTSTRAP_GAPS_REMAINING.CR_DB_0129.20260710_154348.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_BOOTSTRAP_GAPS_REMAINING.CR_DB_0129.20260710_154348.csv,705d5e7d8ce08fa8ddb222b23a0d4595c539586c18221a0347aeffe2e712cbb6,705d5e7d8ce08fa8ddb222b23a0d4595c539586c18221a0347aeffe2e712cbb6,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_DIM_PERIOD_RATE_PROMOTION_MANIFEST.CR_DB_0129G.20260710_174458.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_DIM_PERIOD_RATE_PROMOTION_MANIFEST.CR_DB_0129G.20260710_174458.csv,90bcd460c0b2a14c1beecaab629a44a38f3dc5418eddebb874742b52a18f2c2b,90bcd460c0b2a14c1beecaab629a44a38f3dc5418eddebb874742b52a18f2c2b,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_GENERATOR_CHANGE_PLAN.CR_DB_0126.20260710_141914.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_GENERATOR_CHANGE_PLAN.CR_DB_0126.20260710_141914.csv,89f753ceabd752e0af9f5c00fe1ecf71b3babb535ccc46cdb09bcd91271f3429,89f753ceabd752e0af9f5c00fe1ecf71b3babb535ccc46cdb09bcd91271f3429,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_ORIGINAL_BOOTSTRAP_MANIFEST.CR_DB_0129.20260710_154348.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_ORIGINAL_BOOTSTRAP_MANIFEST.CR_DB_0129.20260710_154348.csv,80e5e400dd6b23adc92a10faf64a067cdf463c12449c56fc489387c95ac8b2f4,80e5e400dd6b23adc92a10faf64a067cdf463c12449c56fc489387c95ac8b2f4,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_PROMOTION_GAPS_REMAINING.CR_DB_0129G.20260710_174458.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_PROMOTION_GAPS_REMAINING.CR_DB_0129G.20260710_174458.csv,e05abe9b14b0471948adf01c60f355d036839d6e9bede4326b9f98073f14649e,e05abe9b14b0471948adf01c60f355d036839d6e9bede4326b9f98073f14649e,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_PROPOSED_RULES.CR_DB_0126.20260710_141914.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_PROPOSED_RULES.CR_DB_0126.20260710_141914.csv,5fab34678db4129fe568b3e75addcb11b46e440137c5aad7c8196a07eb408060,5fab34678db4129fe568b3e75addcb11b46e440137c5aad7c8196a07eb408060,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_PROPOSED_SCHEMA.CR_DB_0126.20260710_141914.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_PROPOSED_SCHEMA.CR_DB_0126.20260710_141914.csv,caa7d80faa73abe52cf35b6c26c37b63315abde42c3d8e2c616ae99320b99623,caa7d80faa73abe52cf35b6c26c37b63315abde42c3d8e2c616ae99320b99623,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_RULE_PROMOTION_MANIFEST.CR_DB_0129G.20260710_174458.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_RULE_PROMOTION_MANIFEST.CR_DB_0129G.20260710_174458.csv,c11a1dad5dd067813caecfc0b0421589a0c6dfc4d834530da7d32cea4af856d2,c11a1dad5dd067813caecfc0b0421589a0c6dfc4d834530da7d32cea4af856d2,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_RULE_SEED.CR_DB_0129.20260710_154348.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_RULE_SEED.CR_DB_0129.20260710_154348.csv,53e5de59be2fac3956bd5e2b4758696e7b4dd84a2c4cffc6b3d821678d0ee1c4,53e5de59be2fac3956bd5e2b4758696e7b4dd84a2c4cffc6b3d821678d0ee1c4,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_SCHEMA_AFTER_MIGRATION.CR_DB_0127.20260710_144747.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_SCHEMA_AFTER_MIGRATION.CR_DB_0127.20260710_144747.csv,2352942bbd96f36f84590020960e6e68c718430ef55554616cf95727a19e4f2b,2352942bbd96f36f84590020960e6e68c718430ef55554616cf95727a19e4f2b,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_SCHEMA_MIGRATION_MANIFEST.CR_DB_0127.20260710_144747.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_SCHEMA_MIGRATION_MANIFEST.CR_DB_0127.20260710_144747.csv,3e9b23e1a682ab65319310199584f71aad0cd1b39a942434823f0ef5747d132c,3e9b23e1a682ab65319310199584f71aad0cd1b39a942434823f0ef5747d132c,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_SEED_GAPS_REMAINING.CR_DB_0128.20260710_150600.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_SEED_GAPS_REMAINING.CR_DB_0128.20260710_150600.csv,09827c902bae9bcd59971fe4c6b17795b3a8361116935dead03a325884c12d1c,09827c902bae9bcd59971fe4c6b17795b3a8361116935dead03a325884c12d1c,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FCMC_SEED_MANIFEST.CR_DB_0128.20260710_150600.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FCMC_SEED_MANIFEST.CR_DB_0128.20260710_150600.csv,146e53a0cf466357e314bfb9ff3604297546351c8dd6ef9c3e4f2139e92debe6,146e53a0cf466357e314bfb9ff3604297546351c8dd6ef9c3e4f2139e92debe6,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FORMAT_V1_LOCK_PREFLIGHT.CR_DB_0118A.20260709_181853.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FORMAT_V1_LOCK_PREFLIGHT.CR_DB_0118A.20260709_181853.csv,7f319f5adfe06a76d5ad27a04a474d84ae1cafc2ecb242a6e529d3cd6edb73f2,7f319f5adfe06a76d5ad27a04a474d84ae1cafc2ecb242a6e529d3cd6edb73f2,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_FORMAT_V1_OFFSET_LOCK_PREFLIGHT.CR_DB_0118B.20260709_182650.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_FORMAT_V1_OFFSET_LOCK_PREFLIGHT.CR_DB_0118B.20260709_182650.csv,7f319f5adfe06a76d5ad27a04a474d84ae1cafc2ecb242a6e529d3cd6edb73f2,7f319f5adfe06a76d5ad27a04a474d84ae1cafc2ecb242a6e529d3cd6edb73f2,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_LOCK_PREFLIGHT.CR_DB_0117A.20260709_173733.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_LOCK_PREFLIGHT.CR_DB_0117A.20260709_173733.csv,b34d413a74173c3ee122d1396464425e4f2df1a03a90096a0a146bd6a227395c,b34d413a74173c3ee122d1396464425e4f2df1a03a90096a0a146bd6a227395c,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_LOCK_PREFLIGHT.CR_DB_0117A.20260709_174048.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_LOCK_PREFLIGHT.CR_DB_0117A.20260709_174048.csv,730ad154446cbcd1a05b3858e8f10c85c65b86820acfc3f385b1fc622d22e0ce,730ad154446cbcd1a05b3858e8f10c85c65b86820acfc3f385b1fc622d22e0ce,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_STYLE_ONLY_EXCEPTION_REGISTER.CR_DB_0123.20260710_133023.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_STYLE_ONLY_EXCEPTION_REGISTER.CR_DB_0123.20260710_133023.csv,69e8b54c4be804503afd9b53a9628612e330992877bd5f441e91d9e3bd482452,69e8b54c4be804503afd9b53a9628612e330992877bd5f441e91d9e3bd482452,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_TRACE_NOTES_ROUTES_SHEET_AUDIT.CR_DB_0117.20260709_173507.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_TRACE_NOTES_ROUTES_SHEET_AUDIT.CR_DB_0117.20260709_173507.csv,ad292f0a05925497802bbe8c1ff084be65a1513e774d70c641712f3158a206be,ad292f0a05925497802bbe8c1ff084be65a1513e774d70c641712f3158a206be,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\PKO_R01_TRACE_NOTES_ROUTES_SHEET_AUDIT.CR_DB_0117A.20260709_174049.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\PKO_R01_TRACE_NOTES_ROUTES_SHEET_AUDIT.CR_DB_0117A.20260709_174049.csv,6d33d9c30b3109edcaa71bfc87f174560ca72e51bc3f8fe47ca9f3942fee59cf,6d33d9c30b3109edcaa71bfc87f174560ca72e51bc3f8fe47ca9f3942fee59cf,MOVED_TO_ARCHIVE,LONG_NAME,OK
C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\control\R01B_0143F_CACHE.csv,C:\01. GitHub\CloseReport\04.PERIODS\2026-05_LOCKED.V1\PKO\R01\archive\CR_DB_0146\control\R01B_0143F_CACHE.csv,0368e65fd16a7019171506cb235b986d244c473f9c27c7a1cf21541793f65084,0368e65fd16a7019171506cb235b986d244c473f9c27c7a1cf21541793f65084,MOVED_TO_ARCHIVE,ARCHIVED_BY_POLICY,OK
