scope,external_refs,main_xlsx_refs,ref_errors,visible_formula_text,missing_sheet_refs,active_fbs2_refs,fbs2_refs_expected_only_in_r26_ac26,fbs2_internal_external_refs,fbs2_internal_main_refs,fbs2_internal_ref_errors,fbs2_internal_missing_sheet_refs
global,0,0,0,0,0,12,True,0,0,0,0
